epoch,train_loss,train_l2_loss,train_excange_proc,val_loss,val_l2_loss,val_excange_proc,test_loss,test_l2_loss,test_excange_proc,train_acc,val_acc,test_acc,diff,train_proc,eval_proc,comm_proc,timestamp,sleep_proc
58,1.447031970024109,11201.0146484375,19.944611000000002,1.4690545823574066,11200.65625,0.0,1.491478066444397,11200.65625,0.0,0.5041,0.47468,0.4696,5.545069825529936e-07,24.929037,11.492245,15.886617422103882,2022-11-02 17:04:56.596762,0.0
59,1.424816746711731,11193.5791015625,19.180315,1.3314363720417022,11193.572265625,0.0,1.3528634071350099,11193.572265625,0.0,0.511,0.52276,0.5124,3.4521312386459613e-07,24.031553,11.553675,15.361541986465454,2022-11-02 17:05:33.768139,0.0
60,1.4267980241775513,11160.7080078125,17.637678999999995,1.3530602946281434,11160.296875,0.0,1.376718394756317,11160.296875,0.0,0.5176,0.51464,0.5094,6.336966293929436e-07,22.489305,11.73184,13.78892731666565,2022-11-02 17:06:09.163910,0.0
61,1.4197428286075593,11137.3369140625,16.484575999999997,1.3548694505691528,11137.353515625,0.0,1.3794757986068726,11137.353515625,0.0,0.5272,0.51242,0.5061,7.982187639754557e-07,21.127557,11.52423,12.8075270652771,2022-11-02 17:06:43.437497,0.0
62,1.4380656397342682,11123.033203125,17.766972,1.3351282033920289,11122.3994140625,0.0,1.3701952910423278,11122.3994140625,0.0,0.5024,0.52158,0.5082,6.871202913316665e-07,22.316509,11.865199,13.947503089904785,2022-11-02 17:07:18.645605,0.0
63,1.4538068330287934,11090.9931640625,18.383594000000006,1.2955001139640807,11090.9150390625,0.0,1.320100486278534,11090.9150390625,0.0,0.5306,0.53618,0.5275,6.669300205430773e-07,22.9701,11.51676,14.556132078170776,2022-11-02 17:07:54.303810,0.0
64,1.4332454001903534,11087.4951171875,18.286828999999997,1.287644629716873,11087.49609375,0.0,1.3136047768592833,11087.49609375,0.0,0.5241,0.53908,0.5278,4.6937927322687756e-07,23.125181,11.789666,14.495869636535645,2022-11-02 17:08:30.530433,0.0
65,1.446242995262146,11046.18359375,20.578599000000004,1.360437719106674,11045.6650390625,0.0,1.3902881360054016,11045.6650390625,0.0,0.5481,0.5148,0.5073,4.20412334278808e-07,25.527929,11.574398,16.5765438079834,2022-11-02 17:09:08.965301,0.0
66,1.4487583684921264,11037.0556640625,17.547981999999998,1.5461290483474732,11037.044921875,0.0,1.562924257516861,11037.044921875,0.0,0.4415,0.45102,0.4442,7.883891726123693e-07,22.398207,11.495043,13.803316116333008,2022-11-02 17:09:44.320719,0.0
67,1.43462761759758,11009.025390625,18.419081000000002,1.318399413585663,11008.7255859375,0.0,1.3566688668727875,11008.7255859375,0.0,0.499,0.5256,0.5096,7.918134201645444e-07,23.332013,11.828334,14.4489586353302,2022-11-02 17:10:20.656390,0.0
68,1.4183841621875763,10977.021484375,16.543286000000005,1.35097585439682,10977.048828125,0.0,1.3825882375240326,10977.048828125,0.0,0.5291,0.51718,0.5024,7.938487556202745e-07,21.222597,11.569473,12.778520107269287,2022-11-02 17:10:54.748809,0.0
69,1.4193319356441498,10982.0400390625,18.180876999999995,1.287577933073044,10982.646484375,0.0,1.3259037554264068,10982.646484375,0.0,0.512,0.5335,0.515,6.955606295377947e-07,23.052993,11.774877,14.379622220993042,2022-11-02 17:11:30.612031,0.0
70,1.3995968651771546,10944.3798828125,20.741185999999995,1.237696048259735,10944.103515625,0.0,1.2744007658958436,10944.103515625,0.0,0.5306,0.55432,0.5478,4.960722890245961e-07,25.585704,11.45322,16.80114483833313,2022-11-02 17:12:08.962467,0.0
71,1.408697556257248,10937.091796875,19.472046000000002,1.258851888179779,10937.08984375,0.0,1.2929634320735932,10937.08984375,0.0,0.5202,0.55344,0.5474,2.9315901883819606e-07,24.250955,11.617785,15.701664924621582,2022-11-02 17:12:45.976122,0.0
72,1.402763534784317,10898.8623046875,21.329900000000002,1.2275955871343613,10898.5126953125,0.0,1.2771049255132676,10898.5126953125,0.0,0.5529,0.55928,0.5447,2.671541778909159e-07,26.21488,11.636933,17.365751028060913,2022-11-02 17:13:25.073083,0.0
73,1.4081943643093109,10882.2099609375,16.174472,1.2346899845600128,10882.189453125,0.0,1.2770623099803924,10882.189453125,0.0,0.5389,0.55974,0.548,6.152491209832078e-07,20.962854,11.507089,12.37941288948059,2022-11-02 17:13:58.845697,0.0
74,1.3987885510921478,10857.84375,21.872318,1.25905093562603,10857.65234375,0.0,1.2993796098232269,10857.65234375,0.0,0.5102,0.54998,0.5388,5.224691790317593e-07,26.924485,11.849497,17.784326553344727,2022-11-02 17:14:39.019324,0.0
75,1.3466678595542907,10830.6279296875,16.95826300000001,1.3343749158382416,10830.587890625,0.0,1.3693450856208802,10830.587890625,0.0,0.5168,0.52758,0.5143,7.40612335903279e-07,21.26801,11.491104,13.275965929031372,2022-11-02 17:15:13.297399,0.0
76,1.425972639322281,10834.5400390625,17.708802000000006,1.2628277240991592,10835.0634765625,0.0,1.3021023207902909,10835.0634765625,0.0,0.5654,0.54982,0.5326,8.365054782188963e-07,22.497166,11.716325,13.941732406616211,2022-11-02 17:15:48.720776,0.0
